Opportunity_id,date,open,high,low,close,is_last_candle_of_found_pattern,is_buy_opportunity,is_sell_opportunity,succeeded,date_Buy,return_Buy,date_Sell,return_Sell,market,model,pair_name,entry_period,min_points,tolerance_points,profit_ratio,chosen_candle_date,chosen_candle_open,chosen_candle_high,chosen_candle_low,chosen_candle_close
Opportunity-2,2004-12-02,1.3315,1.3381,1.3234,1.3265,0,1,0,1,2019-01-04,149.0,2018-07-09,149.0,,,,,,,,,,,,
Opportunity-3,2004-11-09,1.2896,1.294,1.2879,1.2897,1,0,0,1,2020-02-26,149.0,2018-07-19,149.0,,,,,,,,,,,,
Opportunity-3,2004-11-10,1.2898,1.3005,1.2847,1.2888,0,1,0,1,2020-11-10,149.0,2019-02-28,149.0,,,,,,,,,,,,
Opportunity-3,2004-11-11,1.2884,1.2918,1.2854,1.2899,0,1,0,1,2020-11-26,149.0,2019-08-01,149.0,,,,,,,,,,,,
Opportunity-3,2004-11-12,1.2906,1.2989,1.287,1.2979,0,1,0,1,2021-08-18,149.0,2019-08-07,149.0,,,,,,,,,,,,
Opportunity-3,2004-11-15,1.297,1.2998,1.2913,1.2943,0,1,0,1,2023-06-05,149.0,2020-01-01,149.0,,,,,,,,,,,,
Opportunity-3,2004-11-16,1.2963,1.2996,1.2917,1.2953,0,1,0,1,2005-01-28,-50.0,2020-06-08,149.0,,,,,,,,,,,,
Opportunity-3,2004-11-19,1.297,1.3068,1.2934,1.3015,0,1,0,1,2005-01-31,-50.0,2020-12-25,149.0,,,,,,,,,,,,
Opportunity-3,2004-11-23,1.3035,1.3105,1.297,1.3084,0,1,0,1,2005-04-13,-50.0,2021-11-17,149.0,,,,,,,,,,,,
Opportunity-3,2004-11-29,1.3266,1.3302,1.3224,1.3274,0,1,0,1,2008-08-04,-50.0,2024-01-11,149.0,,,,,,,,,,,,
Opportunity-3,2004-11-30,1.3273,1.3334,1.3229,1.3281,0,1,0,1,2008-09-18,-50.0,2024-04-05,149.0,,,,,,,,,,,,
Opportunity-3,2004-12-02,1.3315,1.3381,1.3234,1.3265,0,1,0,1,2009-11-24,-50.0,2024-08-25,149.0,,,,,,,,,,,,
Opportunity-4,2005-03-01,1.3183,1.3243,1.3164,1.3183,1,0,0,1,2009-12-25,-50.0,2004-11-02,-50.0,,,,,,,,,,,,
